Plot_ID,Blue,Green,NIR,Red,RedEdge,GrainYield,Replicates,Block,Name,Line,Days2Heading,Days2Maturity,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
1101,0.030955770984292003,0.12798850238323198,0.9775162935256959,0.037740852683782994,0.26575493812560996,522.6666666666666,1,1,GN12687,1574,66,107,0.925652623427098,3.1215674857142846,0.9397754408419129,0.8495277911424639,3.1215674857142846,0.18728038109838896,0.26243168972432473,0.9326873014294095,1.1535724563569985,0.7684523796606383,0.5724908107579457,0.6184726281424876,-4.88350185001439,59.99643243849273,0.6696241723753201,0.8714962507909658,6.637532085489596,0.18261994052624902,0.9240075460660618,0.921928130624833,0.9303128282808234,0.7937015759534237,0.7996338876755118,0.6712955919952122,2.4041210551789103,25.704255902058637,7.637532085489596,0.44290853460552687,25.900747439808864
1102,0.033486662432551,0.147842042148113,0.894562721252441,0.043860070407391,0.286663755774498,388.0,1,1,Avocet YrA,28,69,110,0.9065238594007,2.5036644915781663,0.8507026508450499,0.7467206791043279,2.5036644915781663,0.21833735145628402,0.3047752950340496,0.8781698299568602,1.1006591427124692,0.7163442698288912,0.5146337110627426,0.5677001280506453,-3.431649253393637,55.20143792033188,0.6572175578296249,0.7812728872555754,5.05080062649729,0.1889798538613446,0.8960788086511864,0.8441123799713225,0.8871202428564862,0.7261913637941826,0.7744765105971163,0.6210227219929724,2.2957697069378233,20.17440780552162,6.05080062649729,0.3420150962114147,20.39583413668427
1103,0.034926757216454,0.151894487440586,1.0386313796043398,0.039349611848592994,0.298909991979599,541.3333333333334,1,1,GN08557,1313,70,108,0.9269938669409069,2.8499010028086205,0.9992817677557468,0.8867368921637538,2.8499010028086205,0.22951260581612504,0.32631763666868085,0.9624593861849158,1.17835433995816,0.7448279090019064,0.5530456128985007,0.5966011562984329,-5.437771304070325,64.45870108902453,0.7199769014728556,0.9005713179148529,5.837847752773804,0.20530344719081267,0.9296137295033305,0.9635397781841529,0.9498990543944897,0.7867997551381348,0.807186681099973,0.6565863814989455,2.4699547757343465,26.200315378682483,6.837847752773804,0.4504733426169754,26.3949586999923
1104,0.031627291813493,0.133214838802814,0.993490308523178,0.039115807041526,0.26759114861488303,572.0,1,1,GN08541,1311,69,109,0.9242386686425257,3.17714443453509,0.954374501481652,0.860275469720364,3.17714443453509,0.19568657875060902,0.2741392876952866,0.9391857210561584,1.1588122289287828,0.7635320312169114,0.5756163932151329,0.6228005955004768,-4.987228804030937,61.02643135935064,0.6687760388473629,0.8843047986556601,6.457805132307765,0.18528109120662167,0.9237611772695714,0.9316719940365904,0.9340702334957112,0.793268040432374,0.800242837116219,0.6685878823972792,2.4197379011924163,25.20026725411439,7.457805132307765,0.4350073616304706,25.398691313424056
1105,0.030339818447827998,0.127476662397385,0.9615788459777829,0.036886006593704,0.257362335920334,542.6666666666667,1,1,SW44431,1324,67,106,0.9261145617720918,3.194068552430272,0.9246928393840789,0.8341021835803979,3.194068552430272,0.18772749975323802,0.2635637529194374,0.925403427549292,1.1473248220219636,0.7658950137673411,0.5777280483385208,0.623819203569217,-4.744098734087335,59.10519659519197,0.6759344054873642,0.8554492090623126,6.543175573425652,0.18701035553190273,0.9232756238911765,0.911121237949885,0.9256401688006539,0.7873565578901137,0.7982053467841551,0.6677863217347632,2.387595329348194,25.873076638937743,7.543175573425652,0.4455061970396502,26.06893331038749
1106,0.030720332637429,0.129569321870804,0.9929324388504029,0.035648614168166996,0.264415740966797,505.3333333333333,1,1,GN13641,1569,67,106,0.9306838988263506,3.184534019718994,0.9572838246822359,0.863363116979599,3.184534019718994,0.19276969693601198,0.2724309589713822,0.9438901642874896,1.1640910417136114,0.7691418821694218,0.5794072871601259,0.6225607726649123,-5.302198535314817,61.19385778903964,0.6983076674030922,0.8792049510033789,6.663329749000883,0.19415945096384132,0.9302077331814662,0.9367991378558559,0.9393847543692599,0.7981776703242204,0.805400542311421,0.6731866913727216,2.4252584046670562,27.663845902568593,7.663329749000883,0.4716448301147472,27.853325073630995
1107,0.031592659652233,0.13569375872612,0.990491151809692,0.037071902304888,0.272411569952965,512.0,1,2,GN07560,1405,66,104,0.9278450073570779,3.051247539494834,0.9534192495048041,0.854797393083572,3.051247539494834,0.20272295549511898,0.28651605099439575,0.9405452092117447,1.1606963055635133,0.7590204637681389,0.5685945318531659,0.612811975431953,-5.083436363356832,61.15002922713752,0.6985886497987254,0.8723831385490163,6.299459909640119,0.19711450341789563,0.9271775317047984,0.9327182712154942,0.9362159358365407,0.7884688151502323,0.8028367388169142,0.6645991459559824,2.4199784046905313,26.524647027936354,7.299459909640119,0.45530965034492604,26.718109679499612
1108,0.024893641471862998,0.102662071585655,0.8492026329040531,0.035428650677204,0.21439115703105902,577.3333333333334,1,2,SW21306,1595,68,108,0.9199018815301714,3.5471758236208877,0.813773982226849,0.7465405613183981,3.5471758236208877,0.14500185102224303,0.19806381165981243,0.8652122383500933,1.0889327661698684,0.7842927233220779,0.5968551921610249,0.648824841153941,-3.698491289874143,51.51577576994899,0.5939501305037093,0.7832652673664967,7.271824440981886,0.15938395478759215,0.9063444902862479,0.8185549645804846,0.8815783579460337,0.7712914560941689,0.7790059468993007,0.6714311177464923,2.259315548117597,23.765121035327986,8.271824440981886,0.4112343932453057,23.969375538494866
1109,0.03666786104440701,0.146432034671307,1.036964297294617,0.041188014671206,0.28810782730579404,535.9999999999999,1,2,GN08581,1409,67,107,0.923595183696992,3.0327921522321963,0.9957762826234109,0.8905322626233099,3.0327921522321963,0.21500819362700097,0.3037770077586196,0.959006871023705,1.1748095561452259,0.752522412456618,0.5651439314781814,0.6118957108632895,-5.131039849039592,63.95633775740869,0.6972010223015859,0.904709919921669,6.081539907727633,0.18498103452438497,0.9262182839649513,0.959589701210796,0.946464046980697,0.7935139031549253,0.8042437695265537,0.662896154644182,2.46507172642438,24.977062027986634,7.081539907727633,0.43143634443869683,25.176360297345067
1110,0.029205343686043998,0.13852174580097198,1.0051708817481992,0.035948714241385,0.28094296157360105,386.6666666666667,1,2,Nanjing 7840 - Pl.4,74,68,107,0.9309422003392113,2.956101737329913,0.9692221675068142,0.8666491359472273,2.956101737329913,0.21188943367451496,0.300082979537548,0.9498893710513521,1.169136722899575,0.7577640312365894,0.5631133852848113,0.6048854430271045,-5.64076511510697,62.25625131279233,0.706109175639877,0.8881363019683983,6.256412167894769,0.21440155832338997,0.9312852475328595,0.9452327543253528,0.943361731979461,0.7908861317089237,0.8069322744737062,0.6647649281997187,2.438419523809024,27.772133946540794,7.256412167894769,0.47314691879001924,27.96124709770629
