Plot_ID,Blue,Green,Red,RedEdge,NIR,GrainYield,iBlock,Entry,Pedigree,Replicates,Line,Days2Heading,Days2Maturity,Name,Block,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
101,,,,,,562.8306730661905,,,,1.0,1521.0,45.0,91.0,GN11527,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,494.1176470588236,,,,1.0,1622.0,49.0,104.0,GN14506,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,548.2754771737917,,,,1.0,1609.0,48.0,101.0,GN14529,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,480.00000000000006,,,,1.0,24.0,46.0,84.0,NK93604,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,339.48788927335636,,,,1.0,94.0,44.0,94.0,DH20097,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,632.070543587454,,,,1.0,1590.0,46.0,97.0,SW11230,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,518.9436321017971,,,,1.0,51.0,46.0,106.0,SW46375,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,443.12445585444806,,,,1.0,27.0,46.0,120.0,Kariega,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,533.0094876660343,,,,1.0,1587.0,47.0,106.0,SW01074,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,473.9778993191205,,,,1.0,6.0,48.0,106.0,T9040,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,724.3879897309969,,,,1.0,1582.0,46.0,110.0,GN14512,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,650.4297354615471,,,,1.0,1430.0,46.0,108.0,Marble,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,681.3689027793282,,,,1.0,1623.0,47.0,110.0,GN14511,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,500.7826766380176,,,,1.0,1629.0,48.0,120.0,VERDE/3/BCN//DOY1/AE.SQUARROSA (447),3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,512.9572496930462,,,,1.0,22.0,49.0,111.0,T10014,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,576.5464895635673,,,,1.0,1564.0,50.0,94.0,GN13509,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,602.3529411764706,,,,1.0,1420.0,48.0,103.0,Avans,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,620.9264426833354,,,,1.0,1560.0,47.0,96.0,GN12697,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,507.0208728652752,,,,1.0,1335.0,44.0,87.0,Rollo,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
