Plot_ID,Blue,Green,NIR,Red,RedEdge,GrainYield,Block,iBlock,Entry,Name,Pedigree,Lodging,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR
2250,0.0221905037760734,0.0465589612722396,0.2454408258199692,0.0509094707667827,0.1046144366264343,512.8531309297913,2,10,13,GN20708,Berserk-4/CJ9306//Berserk-4,,0.6564236894436193,2.6222228603879887,0.1945313550531865,0.1988818645477296,2.6222228603879887,0.020017948001623105,-0.0046963497996330705,0.3573443574431802,0.37325593759437437,0.6811027724651249,0.40229759212689065,0.612862696146563,-0.3965350880146528,11.497860923409467,-0.05779263052174586,0.4149036957000882,4.271613006673998,-0.15967602608202378,0.08395566336876714,0.022903668459410897,0.3664179367176167,0.3766702992646917,0.42627638572424204,0.4400043323630091,1.0826913593830247,4.365688644358661,5.271613006673998,-0.3494254016495859,4.82112310584289
2249,0.0223180558532476,0.0484268255531787,0.2652387320995331,0.0497860871255397,0.1086904108524323,496.00759013282743,2,10,24,GN20720,SW45126/NK01533,,0.6839227636221925,2.6576711409663307,0.21545264497399338,0.21681190654635438,2.6576711409663307,0.02474950812757009,0.003475811704993198,0.3838658208024317,0.4103921374809993,0.6912199993166191,0.41865771683703945,0.6121418076797794,-0.4485370258244914,12.872788235545162,-0.017909798228973393,0.41237839370307333,4.477103425007032,-0.14013746778486372,0.17118275654409704,0.049744191018620265,0.3965265349443827,0.3996947600408826,0.4535608167284185,0.45773204963599934,1.13717728983181,4.894320385156462,5.477103425007032,-0.30483850094162296,5.32756734689175
2248,0.0219384236261248,0.0449152644723653,0.2511144578456879,0.0484650116413831,0.0998608134686946,600.1001897533208,2,10,20,GN20715,Sommerset/NK01513//BAJASS-5,,0.6764463751513872,2.9429182734652426,0.2026494462043048,0.20619919337332263,2.9429182734652426,0.019427093677222704,-0.003508658148348328,0.37024516649287675,0.38871393593996756,0.696548953796548,0.4309524252536567,0.6370829101674327,-0.42070903028600976,12.016976885497579,-0.04968722178127656,0.403627744099355,4.590848919529114,-0.15906846541836875,0.1308554840655608,0.03579615430997585,0.380167551702467,0.3885518108033707,0.4409453852028648,0.4521617413996343,1.1036388551326457,4.742038270507262,5.590848919529114,-0.3174054130061586,5.1813555664405815
2247,0.020060465671122,0.0474705398082733,0.278335228562355,0.0487490929663181,0.111966073513031,497.83984819734354,2,10,10,GN20705,Sommerset/Berserk//Berserk,,0.7019172747964038,2.6317162510852423,0.22958613559603688,0.23086468875408167,2.6317162510852423,0.0261315209791065,0.005353330634534446,0.40143551739800976,0.4351846731959754,0.7085960752280356,0.4262582629488386,0.6072770656235493,-0.49283790137075545,13.72402600944042,-0.016787908884399516,0.4293278134746797,4.8633255422523325,-0.13031411087429626,0.22755109520391187,0.06879712845132369,0.4163773806732915,0.41934441050755844,0.4713478251065445,0.47522014719667066,1.173742974656894,5.29104323343741,5.8633255422523325,-0.27311120004760875,5.709546816689766
2246,0.0236035492271184,0.0489292554557323,0.2256666719913483,0.0595668517053127,0.1117803081870079,547.4034155597724,2,10,25,GN20721,GN03509/4/Alt/Ae.squ//2*Seri/3/Avle,,0.5823292372276646,2.1811688303812304,0.1660998202860356,0.176737416535616,2.1811688303812304,0.014688109979033494,-0.019776226952671967,0.31100607976504135,0.31887489367092514,0.6436272313968544,0.33749409683306764,0.5795589080153339,-0.3172844640763492,9.54048536717892,-0.12530658173664452,0.4605207734634036,3.6121010812338117,-0.189147386060772,-0.07820820971988142,-0.021232220811329933,0.3172938023024358,0.3422508632044618,0.3730622503601052,0.4066706689448597,1.0104337201827573,3.2746907746752654,4.612101081233812,-0.4504882415816511,3.788460620812386
2245,0.0249910857528448,0.0488112233579158,0.2403810024261475,0.0551693439483642,0.1068646982312202,574.4091081593929,2,9,3,Krabat,T1005/NK93512,,0.6266670323677751,2.5827524745140584,0.1852116584777833,0.1915697790682317,2.5827524745140584,0.0174620170146226,-0.010963841155171478,0.3406846641370673,0.35485114859373473,0.6624305980177863,0.3845009569367418,0.6135649987585239,-0.3622882914985534,10.858374685049062,-0.08049325638562682,0.420273987044109,3.9247075957002107,-0.17633422844253385,0.023139685981394077,0.006396130855631023,0.3492142125042707,0.3641123913972421,0.40656682615167905,0.42647616782291237,1.0591689406328033,3.878078255681457,4.924707595700211,-0.39303431670750755,4.357148104772323
2244,0.0256563872098922,0.0516234822571277,0.2580252289772034,0.0568424127995967,0.1137251518666744,606.4713472485769,2,9,12,GN20707,ONPMSYDER5/GN03509//GN03509,,0.6389440815268624,2.5367990268606158,0.20118281617760672,0.20640174672007572,2.5367990268606158,0.020748164504766495,-0.00720773115754118,0.3585311279395257,0.3822011370875587,0.6665674334548682,0.3881638985358028,0.6075084029391445,-0.39433626710098046,11.862211748957643,-0.06302332519741752,0.43063214865120913,3.998214333779811,-0.16622353587187366,0.07887417616385801,0.023422287217627933,0.37033526525657384,0.38239129610682154,0.4236608235188359,0.4394811308597238,1.1010364637196002,4.069949155267792,4.998214333779811,-0.37558126992267754,4.539308172700124
2243,0.0257106553763151,0.0563779585063457,0.2446594312787056,0.0689704865217208,0.128483459353447,521.606072106262,2,9,9,GN20704,512-70/Berserk//NK01533,,0.5601791627187231,1.952111722829708,0.1756889447569848,0.1882814727723599,1.952111722829708,0.018074775114655498,-0.022105947509407902,0.31371529445167917,0.33232996952238764,0.6254421515772439,0.31134446037131086,0.5557944334456492,-0.32248494072651196,10.037635564804084,-0.12638305264887775,0.5061174675683937,3.3396291345165965,-0.18464966478421954,-0.07073150254711637,-0.02173624278608937,0.3238983859491248,0.3525705700633081,0.37094139992865677,0.4083865581057148,1.0386085575073096,3.016359774286634,4.3396291345165965,-0.47630826178560937,3.5473061539395587
2242,0.0205972054973244,0.0423732083290815,0.221824623644352,0.0478766802698373,0.0968324542045593,490.2011385199241,2,9,7,GN20702,512-54/Bjarne,,0.6449651553403672,2.553165018011118,0.1739479433745147,0.17945141531527048,2.553165018011118,0.016272530891001297,-0.00838161315768943,0.3349482979799737,0.3376706089677006,0.6792312184201242,0.39224664420934885,0.6081671869581058,-0.3564756863860752,10.216737724840648,-0.07901306447489635,0.40135826985762496,4.235020721622104,-0.17034738233075178,0.013694318495150105,0.003339947040804324,0.338991130370829,0.3522348686567111,0.40481129982619707,0.4230370873901804,1.0275544257031897,4.1686734979183235,5.235020721622104,-0.3667503903028446,4.633249891056112
2241,0.0239328322932124,0.0486294571310281,0.256880596280098,0.0520185977220535,0.1102845072746277,578.595825426945,2,9,11,GN20706,ONPMSYDER5/GN03509//GN03509,,0.6632001718872004,2.515983876870479,0.20486199855804452,0.20825113914906992,2.515983876870479,0.021307484246790298,-0.0028890954330564877,0.368598036696956,0.3908915071956762,0.681650691438378,0.3992647655950786,0.6020275363604506,-0.41479201480093986,12.156154289841655,-0.04417820189963586,0.41227919916445194,4.282407236995351,-0.15773869048198053,0.11837546221795192,0.033905101972295786,0.3798903498922876,0.38779988828292156,0.4368998735303958,0.44736120653692524,1.109850014317717,4.488244112864533,5.282407236995351,-0.3388453318153473,4.9382453108918085
