Plot_ID,GrainYield,Replicates,Block,Name,Line,Days2Heading,Blue,Green,Red,RedEdge,NIR,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR,Days2Maturity,MEAN Average temperature at 2m altitude (TM),MEAN Maximum air temperature at 2m altitude (TX),MEAN Minimum air temperature at 2m altitude (TN),MEAN Precipitation (RR),MEAN Relative humidity in 2m,MEAN Relative humidity in 2m.1,MEAN Wind gust (FG2),MEAN Wind speed in 2m,MEDIAN Average temperature at 2m altitude (TM),MEDIAN Maximum air temperature at 2m altitude (TX),MEDIAN Minimum air temperature at 2m altitude (TN),MEDIAN Precipitation (RR),MEDIAN Relative humidity in 2m,MEDIAN Relative humidity in 2m.1,MEDIAN Wind gust (FG2),MEDIAN Wind speed in 2m,MODE Average temperature at 2m altitude (TM),MODE Maximum air temperature at 2m altitude (TX),MODE Minimum air temperature at 2m altitude (TN),MODE Precipitation (RR),MODE Relative humidity in 2m,MODE Relative humidity in 2m.1,MODE Wind gust (FG2),MODE Wind speed in 2m,SUM Average temperature at 2m altitude (TM),SUM Maximum air temperature at 2m altitude (TX),SUM Minimum air temperature at 2m altitude (TN),SUM Precipitation (RR),SUM Relative humidity in 2m,SUM Relative humidity in 2m.1,SUM Wind gust (FG2),SUM Wind speed in 2m,MIN Average temperature at 2m altitude (TM),MIN Maximum air temperature at 2m altitude (TX),MIN Minimum air temperature at 2m altitude (TN),MIN Precipitation (RR),MIN Relative humidity in 2m,MIN Relative humidity in 2m.1,MIN Wind gust (FG2),MIN Wind speed in 2m,MAX Average temperature at 2m altitude (TM),MAX Maximum air temperature at 2m altitude (TX),MAX Minimum air temperature at 2m altitude (TN),MAX Precipitation (RR),MAX Relative humidity in 2m,MAX Relative humidity in 2m.1,MAX Wind gust (FG2),MAX Wind speed in 2m,STD_DEV Average temperature at 2m altitude (TM),STD_DEV Maximum air temperature at 2m altitude (TX),STD_DEV Minimum air temperature at 2m altitude (TN),STD_DEV Precipitation (RR),STD_DEV Relative humidity in 2m,STD_DEV Relative humidity in 2m.1,STD_DEV Wind gust (FG2),STD_DEV Wind speed in 2m,QUANTILE_25 Average temperature at 2m altitude (TM),QUANTILE_25 Maximum air temperature at 2m altitude (TX),QUANTILE_25 Minimum air temperature at 2m altitude (TN),QUANTILE_25 Precipitation (RR),QUANTILE_25 Relative humidity in 2m,QUANTILE_25 Relative humidity in 2m.1,QUANTILE_25 Wind gust (FG2),QUANTILE_25 Wind speed in 2m,QUANTILE_50 Average temperature at 2m altitude (TM),QUANTILE_50 Maximum air temperature at 2m altitude (TX),QUANTILE_50 Minimum air temperature at 2m altitude (TN),QUANTILE_50 Precipitation (RR),QUANTILE_50 Relative humidity in 2m,QUANTILE_50 Relative humidity in 2m.1,QUANTILE_50 Wind gust (FG2),QUANTILE_50 Wind speed in 2m,QUANTILE_75 Average temperature at 2m altitude (TM),QUANTILE_75 Maximum air temperature at 2m altitude (TX),QUANTILE_75 Minimum air temperature at 2m altitude (TN),QUANTILE_75 Precipitation (RR),QUANTILE_75 Relative humidity in 2m,QUANTILE_75 Relative humidity in 2m.1,QUANTILE_75 Wind gust (FG2),QUANTILE_75 Wind speed in 2m,Staur_Env,Vollebekk_Env
1101,522.6666666666666,1,1,GN12687,1574,66,1.6714560303726236,5.690966892665225,2.549902755237646,12.60970537634517,42.029431292339765,53.255649410288115,173.3228989159265,39.47952853710213,36.33846439967455,173.3228989159265,7.160574999720179,9.2816780350527,45.03155292906562,55.18593710886577,46.70210147183012,31.921624507030415,36.917521909762954,-168.65182235818742,2494.414277723231,29.730116298936103,41.034222167717815,397.65134934004163,5.024531682847569,45.769499263478934,35.949782152799,46.04685487613549,40.92249391114096,42.804038298643576,37.72706744821311,120.4667652900259,1201.4830819139013,459.65134934004163,14.57364027033694,1217.7652407614326,107,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
1102,388.0,1,1,Avocet YrA,28,69,1.7404279087291745,6.2164789110850736,2.5712605168799003,12.85142797870098,38.371190690848394,53.113319139194736,150.43382519046102,35.799930173968484,32.15471177976332,150.43382519046102,8.12126939656107,10.737983584014284,42.76724520078133,52.33784080685261,44.718382716292304,30.03903386188953,34.954200875375605,-123.92140326713304,2293.804546206316,30.474316560293346,36.312509255866395,328.4664469673612,5.852012399386663,44.92766678592216,32.30207364603465,44.016826111788035,37.86869748332232,41.81692922256346,35.53608754886672,114.91659129103289,995.3453784537666,390.4664469673612,11.319634475647522,1012.1317406326607,110,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
1103,541.3333333333334,1,1,GN08557,1313,70,1.7161794144248876,6.392362869972422,2.3300457152010776,13.737514312492394,45.435712787122654,54.382214923906666,167.48673606737313,43.10566707192159,39.04334991715023,167.48673606737313,8.73850061031888,11.868799479009793,47.420095099785165,57.729413552773465,46.57237136525457,32.021389280886034,36.39829177750175,-200.6582294014941,2748.8327105061485,34.13722078606661,42.545011622884296,385.36112951266375,7.048788217523772,47.834991940249836,39.61051340220772,48.02526262898433,41.68735655914321,44.063988767667034,37.91393693164162,125.39340012312265,1347.6370115729542,447.36112951266375,18.40941460826618,1362.7491569009987,108,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
1104,572.0,1,1,GN08541,1311,69,1.6699906200103998,5.925564270908563,2.385519453994286,12.721736477547989,44.100386806640515,54.21329840776015,180.0435030661285,41.71486735264622,38.17482253573195,180.0435030661285,7.795618467812435,10.381455503128997,46.7296282435602,57.27669292730413,46.80947730363211,32.867678908672126,37.3676494989316,-188.2193923130878,2644.493833835344,32.69776398324212,41.836385524824884,397.0169044657788,6.434138737196504,47.846278659952766,38.54819909650248,47.63087982566201,41.87051023247746,43.89769759642199,38.183272483101085,124.03550343658137,1296.4512024279957,459.0169044657787,17.3776883373809,1311.795851745388,109,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
1105,542.6666666666667,1,1,SW44431,1324,67,1.689007304205004,5.828582536257686,2.6265835562979563,12.40629769738114,41.93596723281911,52.91584758619393,178.36710536242498,39.30938367652115,36.10738469656142,178.36710536242498,7.341574212012409,9.492939769452958,44.916052187044045,55.309676446410954,46.18134256737926,32.0880471017397,37.27535312119166,-166.54294870710754,2486.642979789658,30.495747462220923,41.113203553197636,384.5159181787684,5.434049504494821,45.338479756775826,35.935998923451734,46.045274774386456,40.77771967936197,42.7047822247321,37.48051384351849,120.61791734052713,1222.8117797917869,446.5159181787683,14.502038614900947,1239.3145569921714,106,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
1106,505.3333333333333,1,1,GN13641,1569,67,1.6320090976324293,5.884745539927844,2.473253251338694,12.705405863542023,43.07283908554486,53.312648465596055,174.83133675431358,40.59958583420616,37.18809354561701,174.83133675431358,7.664228730884563,10.086419718938238,45.64469464208581,55.806249756017145,46.58078614757877,32.03523597588476,36.99262506606571,-184.84616709822856,2572.4348415959357,30.944914438553266,42.01045382209892,394.2453683411459,5.805164742482751,45.47908300620041,37.06831217693677,46.50084233199983,41.049102224639434,42.984078766253944,37.67096605936981,121.77020298293156,1286.9250039472488,456.2453683411458,15.674693195716053,1303.0236556336938,106,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
1107,512.0,1,2,GN07560,1405,66,1.8166699640697919,6.388441866288874,2.729447560617089,13.50089091359977,44.46123894539774,52.65080562657411,168.59853997842035,41.73179138478065,38.07279707910887,168.59853997842035,8.230766207890863,10.79798148931581,46.05030159381168,56.35789554913288,45.56255336230257,31.25044703498253,36.439272130470954,-187.18222716666372,2650.26725531371,31.506152981564277,43.10716820891393,367.9167851895777,5.800456005184658,44.80826713555062,37.932828162490814,46.7719563864939,40.9979535150325,42.82861170190935,37.227480501008515,123.07285962728608,1236.833369025719,429.9167851895778,14.382721470405167,1253.5144098490628,104,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
1108,577.3333333333334,1,2,SW21306,1595,68,1.4368376198411952,4.980657914178883,2.3860443500092456,10.920140945126924,38.52633683774916,53.246065970429214,189.99508038529444,36.14029248773992,33.545678923570286,189.99508038529444,6.1384338585073195,7.778629682673258,43.27120247783336,53.42230379872874,47.105019955801936,33.001610675324315,38.029562786027704,-141.9487648671865,2272.202091831181,28.589476541733248,38.554127544050246,417.2691829238329,5.112103960774971,45.16653750012972,33.25387189809691,44.76176967565901,40.22076021305287,42.30159510239228,37.65773771264838,116.57051595745486,1222.6832620910868,479.26918292383294,14.816850768763041,1238.9385804313588,108,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
1109,535.9999999999999,1,2,GN08581,1409,67,1.7353961708842218,6.183545901217856,2.522927622337164,13.141919955575748,44.8043398859009,53.42447989218143,176.5628645412394,42.28141226356372,38.62079398468305,176.5628645412394,8.108768009214325,10.760215239160154,46.63363978574537,56.9494221679361,46.4396780739108,32.197928820376056,37.08108093506592,-189.5759919620425,2683.3094669690518,32.19676286665659,43.16967567342546,393.1079247355148,6.072680898982765,45.9994902686946,38.59072270707814,47.32539616413038,41.60085468771447,43.39194170045839,37.854787924047194,124.17101789615968,1317.3808705689605,455.1079247355148,16.38433651394237,1333.3194505080883,107,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
1110,386.6666666666667,1,2,Nanjing 7840 - Pl.4,74,68,1.5581852187076066,6.1677551790648035,2.5850477196083803,13.300129267151561,43.98857521039468,52.4064355258828,166.71439870411342,41.40352749078629,37.82082003132987,166.71439870411342,8.19227741981362,10.740965791426696,45.722607824127074,55.82457909240374,45.73385275114062,30.901186136433285,36.27817626860672,-205.58453496104053,2627.5199478254344,30.801252125115976,43.90417378804266,370.41183711469455,6.541842795313992,43.471276475884224,37.489981961586466,46.416506956677594,40.80968627190176,42.549638766920644,37.17473983349599,122.1807839071463,1323.9680059899638,432.4118371146945,14.98748701416647,1340.6982358867103,107,15.348648648648647,21.05135135135136,9.79459459459459,3.65638994042903,77.76216216216217,97.96846846846833,14.918018018018017,15.519819819819821,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.8,18.2,8.0,0.0,86.0,99.9,14.8,15.2,1703.7,2336.7,1087.1999999999998,405.85928338762216,8631.600000000002,10874.499999999998,1655.9,1722.6999999999998,9.1,12.4,0.3,0.0,44.5,62.0,10.8,11.2,24.1,33.1,18.3,35.8,97.9,99.9,19.0,19.5,3.035782507027707,3.9766332234205097,3.256290076363754,6.534447020074943,10.934483020194369,4.798825272577023,1.8610944091239434,1.9807170336118094,13.3,18.45,7.9,0.0,70.95,97.9,13.85,14.350000000000001,15.4,20.4,10.1,0.4,80.0,99.9,15.1,15.8,16.9,23.3,12.1,2.838273615635182,85.80000000000001,99.9,16.0,16.9,0,1
