Plot_ID,GrainYield,Block,iBlock,Entry,Name,Pedigree,Blue,Green,Red,RedEdge,NIR,NDVI,MTCI,DVI,GDVI,MTCI_CI,EXG,EXGR,RDVI,TDVI,GNDVI,NDRE,SCCI,EVI,TVI,VARI,GARI,GCI,GLI,NLI,MNLI,SAVI,GSAVI,OSAVI,GOSAVI,MSAVI2,MSR,GRVI,WDRVI,SR,Lodging,MEAN Average temperature at 2m altitude (TM),MEAN Maximum air temperature at 2m altitude (TX),MEAN Minimum air temperature at 2m altitude (TN),MEAN Precipitation (RR),MEAN Relative humidity in 2m,MEAN Relative humidity in 2m.1,MEAN Wind gust (FG2),MEAN Wind speed in 2m,MEDIAN Average temperature at 2m altitude (TM),MEDIAN Maximum air temperature at 2m altitude (TX),MEDIAN Minimum air temperature at 2m altitude (TN),MEDIAN Precipitation (RR),MEDIAN Relative humidity in 2m,MEDIAN Relative humidity in 2m.1,MEDIAN Wind gust (FG2),MEDIAN Wind speed in 2m,MODE Average temperature at 2m altitude (TM),MODE Maximum air temperature at 2m altitude (TX),MODE Minimum air temperature at 2m altitude (TN),MODE Precipitation (RR),MODE Relative humidity in 2m,MODE Relative humidity in 2m.1,MODE Wind gust (FG2),MODE Wind speed in 2m,SUM Average temperature at 2m altitude (TM),SUM Maximum air temperature at 2m altitude (TX),SUM Minimum air temperature at 2m altitude (TN),SUM Precipitation (RR),SUM Relative humidity in 2m,SUM Relative humidity in 2m.1,SUM Wind gust (FG2),SUM Wind speed in 2m,MIN Average temperature at 2m altitude (TM),MIN Maximum air temperature at 2m altitude (TX),MIN Minimum air temperature at 2m altitude (TN),MIN Precipitation (RR),MIN Relative humidity in 2m,MIN Relative humidity in 2m.1,MIN Wind gust (FG2),MIN Wind speed in 2m,MAX Average temperature at 2m altitude (TM),MAX Maximum air temperature at 2m altitude (TX),MAX Minimum air temperature at 2m altitude (TN),MAX Precipitation (RR),MAX Relative humidity in 2m,MAX Relative humidity in 2m.1,MAX Wind gust (FG2),MAX Wind speed in 2m,STD_DEV Average temperature at 2m altitude (TM),STD_DEV Maximum air temperature at 2m altitude (TX),STD_DEV Minimum air temperature at 2m altitude (TN),STD_DEV Precipitation (RR),STD_DEV Relative humidity in 2m,STD_DEV Relative humidity in 2m.1,STD_DEV Wind gust (FG2),STD_DEV Wind speed in 2m,QUANTILE_25 Average temperature at 2m altitude (TM),QUANTILE_25 Maximum air temperature at 2m altitude (TX),QUANTILE_25 Minimum air temperature at 2m altitude (TN),QUANTILE_25 Precipitation (RR),QUANTILE_25 Relative humidity in 2m,QUANTILE_25 Relative humidity in 2m.1,QUANTILE_25 Wind gust (FG2),QUANTILE_25 Wind speed in 2m,QUANTILE_50 Average temperature at 2m altitude (TM),QUANTILE_50 Maximum air temperature at 2m altitude (TX),QUANTILE_50 Minimum air temperature at 2m altitude (TN),QUANTILE_50 Precipitation (RR),QUANTILE_50 Relative humidity in 2m,QUANTILE_50 Relative humidity in 2m.1,QUANTILE_50 Wind gust (FG2),QUANTILE_50 Wind speed in 2m,QUANTILE_75 Average temperature at 2m altitude (TM),QUANTILE_75 Maximum air temperature at 2m altitude (TX),QUANTILE_75 Minimum air temperature at 2m altitude (TN),QUANTILE_75 Precipitation (RR),QUANTILE_75 Relative humidity in 2m,QUANTILE_75 Relative humidity in 2m.1,QUANTILE_75 Wind gust (FG2),QUANTILE_75 Wind speed in 2m,Staur_Env,Vollebekk_Env
2250,512.8531309297913,2.0,10.0,13.0,GN20708,Berserk-4/CJ9306//Berserk-4,0.6060948485392137,1.4256663927808393,0.9859096258878692,3.012469463283196,10.740270683541894,34.08897319533377,93.26082638532999,9.754361057654023,9.314604290761054,93.26082638532999,1.2593283111345945,1.3047212276724163,17.220718837624275,17.976734591484554,31.752091001681706,23.595894139083605,28.38884686740259,-25.928125977923184,602.8519341349602,11.242626515413043,12.3378110789042,312.5606126833724,-1.8249755380354717,14.987178182599713,5.919728964056698,16.985986964521473,15.988022299330181,19.535989149730696,18.26558640846332,48.221526305596385,542.1478100522861,353.5606126833725,3.7673866451304314,554.3238542341963,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
2249,496.0075901328274,2.0,10.0,24.0,GN20720,SW45126/NK01533,0.6340772791299953,1.4990469313925103,0.9875516516622143,3.2289599287323636,11.694179017096756,34.54226296247168,88.74363742343996,10.70662736543454,10.195132085704245,88.74363742343996,1.37646493199281,1.4929395510582193,18.154905203207008,19.376849433047603,32.01699430345069,23.749901491472357,28.238171347803494,-29.108380848366245,662.8574531152844,12.33332018398,12.885127997355292,321.8421634778197,-1.5313798395453913,17.263707220233186,7.141112480023289,18.03349844062098,16.895696290668567,20.357441339413832,18.93737518405088,50.446076749858335,575.9519603260351,362.8421634778197,5.07905342152036,587.6952172940394,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
2248,600.1001897533208,2.0,10.0,20.0,GN20715,Sommerset/NK01513//BAJASS-5,0.6053232947597267,1.328994283685459,0.8855011893901958,2.8556115040555587,11.864574246108532,35.20364940652003,104.22384048929672,10.979073056718335,10.535579962423071,104.22384048929672,1.1671640832209953,1.2564567017601784,18.561713380228518,19.808941515255093,33.026093196275305,25.568487918858093,29.752253052743715,-31.17744837516969,676.4841071749106,12.492569414360762,12.70789112506261,382.34989075166635,-2.0468544167330034,19.345015444705645,7.596297795961734,18.431995447462622,17.44330190954237,20.807958149801564,19.575819534193222,51.12426306734201,666.5206728055477,423.34989075166635,7.583784919230988,677.5530852546043,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
2247,497.83984819734354,2.0,10.0,10.0,GN20705,Sommerset/Berserk//Berserk,0.5554086042684483,1.3450661534443487,0.833478565502444,2.955333092948422,12.259724263101816,35.74572899443986,63.223139082246526,11.42624569759937,10.914658109657466,63.223139082246526,1.301245137117805,1.4794412988587307,19.066113048775,20.525886998187794,33.283319426157675,25.692102300415847,29.441121699629345,-33.27277136882355,706.0382453736383,13.726450968431852,12.988424814130775,393.43361222531246,-1.017088313919978,21.088262281740896,8.276089998358085,18.977917150114976,17.84256981707519,21.26613454684523,19.860332479548987,52.261033512304564,722.4256137110235,434.43361222531246,9.393272533260028,732.9092613854527,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
2246,547.4034155597724,2.0,10.0,25.0,GN20721,GN03509/4/Alt/Ae.squ//2*Seri/3/Avle,0.6665903840039374,1.5118091286276454,1.1742772217839939,3.1824028741102652,10.241747161373496,32.45748466554589,91.32206362224707,9.0674699395895,8.729938032745851,91.32206362224707,1.1827506514673571,1.0505716695974117,16.13282411523197,16.651382625452232,30.64782384388845,21.89060561507274,27.58123078566505,-22.75196397799957,557.5494726491162,7.8804180246331645,12.889539665181976,277.288431902006,-3.07072804957826,9.816582501556722,4.849588663179049,15.818021462079233,15.059944046062888,18.298649797079975,17.337011977709864,46.24966633130096,416.241062329426,318.288431902006,-1.050306137067427,429.98903193011404,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
2245,574.4091081593929,2.0,9.0,3.0,Krabat,T1005/NK93512,0.6816911278292518,1.4911441758740673,1.07404206052888,3.09338672296144,11.152745697647333,33.77245863030609,104.47445183184209,10.078703637118451,9.661601521773264,104.47445183184209,1.2265551633900014,1.2140404545236365,17.382433078263595,18.337609605349513,31.689520415280043,23.755724184544686,28.792332006856505,-26.37004841453559,621.4063028409146,10.110225787218367,12.701237044020505,318.726966068826,-2.703055519446417,14.572892806723237,6.240184672929216,17.185834999531828,16.255213489479182,19.56499292796553,18.39999384050929,48.842962042222176,511.9012523990011,359.726966068826,2.7670893401682743,524.3922875821698,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
2244,606.4713472485769,2.0,9.0,12.0,GN20707,ONPMSYDER5/GN03509//GN03509,0.6728597439359859,1.4887998790945842,1.047093095723537,3.12426254339516,11.54413541033864,34.1867557685208,108.78610174323003,10.4970423146151,10.055335531244054,108.78610174323003,1.257646918529643,1.280516463611277,17.86909886539324,19.01106640560402,31.99721647588717,24.133007094225608,28.90163970179166,-27.9018297028749,647.490810211748,10.829027611602505,12.873034472345658,331.129410170625,-2.4154050611287645,16.2687565730797,6.7966832709923235,17.72481403750711,16.739434760242144,20.0507946131964,18.818137033072766,49.88353284683092,543.8550167005209,372.129410170625,4.016087958882414,555.945130342039,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
2243,521.606072106262,2.0,9.0,9.0,GN20704,512-70/Berserk//NK01533,0.641142865730215,1.574483052652793,1.1878417970146957,3.4005345299374303,11.285665553063154,33.0968857155227,72.0724561769712,10.097823756048456,9.71118250041036,72.0724561769712,1.319981442560674,1.231485979392893,17.18268495163923,18.16063970310729,31.102911619397595,22.29085558810054,27.402573652851633,-27.141368898914944,621.3350755884314,9.22008153646761,13.869081250493462,303.53476653550354,-2.106754238241283,13.12580012583657,6.11450970586802,16.975840092220544,16.119940598432645,19.24860113152012,18.17630863840292,48.70175760124967,492.3343486753781,344.5347665355036,1.4262507556533244,505.39759607316586,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
2242,490.2011385199241,2.0,9.0,7.0,GN20702,512-54/Bjarne,0.6199875193997257,1.3964847067836659,1.0629973963368669,2.9122868196573095,10.267248528078198,33.11703576543829,105.88121754641577,9.20425113174133,8.870763821294531,105.88121754641577,1.1099844978307378,1.01827284974279,16.44965669580791,16.963048629688174,31.343169701139757,23.104699175854012,28.550727773641,-23.853816489674813,565.5945603223518,8.06008110933476,12.57900804987775,303.1626224486823,-3.0368860277408816,11.297485764213015,5.145914266598136,16.13610448270415,15.382132564759306,18.70416148562635,17.745354989575535,46.67796244425676,454.23159382861496,344.1626224486823,0.5916764067630487,467.37880222226255,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
2241,578.595825426945,2.0,9.0,11.0,GN20706,ONPMSYDER5/GN03509//GN03509,0.6142726478865355,1.4298065793700494,0.9540914836106805,3.08474918315187,11.667293164879082,34.77549702983355,88.95148620931008,10.713201681268401,10.23748658550903,88.95148620931008,1.2912490272428816,1.3853275295579783,18.201943130069807,19.387735885402606,32.45039573388617,24.491366582244773,28.821548264733146,-29.52921714770375,661.8207047064789,11.790540518985452,12.814490644361888,353.1089182227578,-1.794620455476659,17.83580012681909,7.1988843903746975,18.057133562321177,16.99826859843533,20.41007861710733,19.091051969934142,50.46065969170083,603.7428131996493,394.1089182227578,5.944649832039371,615.2398460208557,1.0,12.838738738738742,18.32612612612613,7.081081081081081,2.257657657657657,64.5027027027027,89.47837837837844,10.119665271966513,13.062162162162169,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,12.8,14.8,8.0,0.0,53.9,97.6,10.11966527196652,5.4,1425.1000000000001,2034.1999999999998,786.0,250.6,7159.799999999999,9932.100000000002,1123.2828451882845,1449.9000000000003,3.5,6.8,-3.5,0.0,38.6,55.5,10.11966527196652,4.7,23.0,29.9,17.0,22.9,90.3,98.9,10.11966527196652,20.8,5.111113936069676,5.783718711123677,5.168233626747036,4.801089829868169,14.54947958744079,9.123629714352678,7.13765168327286e-15,4.764147430244024,9.35,14.8,2.25,0.0,51.0,82.85,10.11966527196652,7.7,12.8,18.2,8.0,0.0,65.4,93.2,10.11966527196652,15.1,16.35,22.4,10.9,2.2,75.15,96.55,10.11966527196652,16.6,1,0
